navigation;modèle-imprimante;;imprimante;;Label;;;;ref-constructeur;prix;capacité;ID_printer;ID_product
OKI;OKI  C;;C 5150 N;;COMPATIBLE OKI 42127408 - Toner noir;;;;42127408;null;5000;7308;5075
Sharp;Sharp  FO;;FO-9000;;ORIGINAL Sharp UX3CR - Film transfert thermique;;;;UX-3 CR;null;190;13775;5565
Toshiba;Toshiba  E-Studio;;E-Studio 2010 AC;;ORIGINAL Toshiba 6AJ00000162 / T-FC 210 EK - Toner noir;;;;T-FC 210 EK;null;6AJ00000162;14917;5714
Burroughs;Burroughs  C;;C 2255;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;1998;4684
Xerox;Xerox  WC;;WC 7245 RX;;ORIGINAL Xerox 006R01175 - Toner noir;;;;006 R 01175;null;26000;16917;5839
Canon;Canon  IR-C;;IR-C 3580 Series;;COMPATIBLE Canon 0452B002 / C-EXV 21 - Toner noir;;;;C-EXV 21;null;0452 B 002;4495;4906
Canon;Canon  imageRUNNER;;imageRUNNER Advance C 7270;;ORIGINAL Canon 6942B002 / C-EXV 45 - Toner noir;;;;C-EXV 45;null;6942 B 002;4496;4845
Canon;Canon  IR;;IR Advance 6500 II;;ORIGINAL Canon 3766B002 / C-EXV 36 - Toner noir;;;;C-EXV 36;null;3766 B 002;4497;4817
Ricoh;Ricoh  MP C;;MP C 6003;;null;;;;null;null;null;11008;#N/A
Canon;Canon  Canola;;Canola SP 1260 Series;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;4498;4684
Triumph-Adler;Triumph-Adler  DM;;DM 324;;null;;;;null;null;null;71;#N/A
Canon;Canon  IR-C;;IR-C 3170 f;;ORIGINAL Canon 8640A002 / C-EXV 9 - Toner noir;;;;C-EXV 9;null;8640 A 002;4499;4887
Xerox;Xerox  Phaser;;Phaser 6130 V N;;COMPATIBLE Xerox 106R01281 - Toner noir;;;;106 R 01281;null;2500;16918;5882
Ricoh;Ricoh  SP C;;SP C 260 DNw;;COMPATIBLE Ricoh 407543 - Toner noir;;;;407543;null;2000;11009;5355
Canon;Canon  Satera;;Satera LBP-7660 cdn;;COMPATIBLE Canon 2662B002 / 718BK - Toner noir;;;;718BK;null;2662 B 002;4500;4831
Brother;Brother  WP;;WP 1800;;ORIGINAL Brother 1032 - Ruban nylon noir;;;;1032;7,70 €;Oui;1190;4733
Xerox;Xerox  Phaser;;Phaser 6360 Series;;COMPATIBLE Xerox 106R01221 - Toner noir;;;;106 R 01221;null;18000;16919;5911
Canon;Canon  IR;;IR 1023;;COMPATIBLE Canon 0386B002 / C-EXV 18 - Toner noir;;;;C-EXV 18;null;0386 B 002;4501;4902
Selex;Selex  GR;;GR 3020;;null;;;;null;null;null;13097;#N/A
Brother;Brother  HL;;HL-3150 CDN;;COMPATIBLE Brother TN241BK - Toner noir;;;;TN-241 BK;null;2500;1191;4743
Xerox;Xerox  Phaser;;Phaser 4620 DT;;COMPATIBLE Xerox 106R01535 - Toner noir;;;;106 R 01535;null;30000;16920;5846
Ricoh;Ricoh  SP C;;SP C 261 DNw;;COMPATIBLE Ricoh 407543 - Toner noir;;;;407543;null;2000;11010;5355
Ricoh;Ricoh  Fax;;Fax 2900 Series;;Ricoh Toner Laser Type 1435 (430244) (430291) (430261) Infotec 36 4,5k;;;;TYPE 1435 D;null;430244;11011;5415
Ricoh;Ricoh  Aficio MP;;Aficio MP 1600 spf;;COMPATIBLE Ricoh 885094 / TYPE 1230 D - Toner noir;;;;TYPE 1230 D;null;885094;11012;5296
Brother;Brother  Fax T;;Fax T 78;;PACK DE 2 COMPATIBLES Brother PC72RF - Rouleau transfert thermique;;;;PC-72 RF;null;144;1192;4765
Ricoh;Ricoh  Aficio SP;;Aficio SP C 242 sf;;COMPATIBLE Ricoh 406479 - Toner noir;;;;406479;null;6500;11013;5330
Brother;Brother  Fax T;;Fax T 72;;PACK DE 2 COMPATIBLES Brother PC72RF - Rouleau transfert thermique;;;;PC-72 RF;null;144;1193;4765
Utax;Utax  CDC;;CDC 1765;;ORIGINAL Utax 655510001 - Kit tambour;;;;655 510 001;null;Oui;15578;5737
Olympia;Olympia  NP;;NP 130 Series;;ORIGINAL Epson C13S015022 / 7754 - Ruban nylon noir;;;;7754;null;C 13 S0 15022;8704;4703
Casio;Casio  PCR;;PCR 1000;;COMPATIBLE Epson C43S015371 / ERC-32-B - Ruban nylon noir;;;;ERC-32-B;null;C 43 S0 15371;6325;5014
Citizen;Citizen  LSP;;LSP 120 D;;ORIGINAL Citizen 3000017 - Ruban nylon noir;;;;3000017;null;Oui;6540;4680
Utax;Utax  CD;;CD 1216;;ORIGINAL Utax 611610010 - Toner noir;;;;611 610 010;null;18000;15579;5769
Canon;Canon  Color Imagerunner;;Color Imagerunner C 3200 Series;;ORIGINAL Canon 7629A002 / C-EXV 8 - Toner noir;;;;C-EXV 8;null;7629 A 002;4502;4944
Canon;Canon  imageRUNNER;;imageRUNNER 5570;;ORIGINAL Canon 0279B002 / C-EXV 13 - Toner noir;;;;C-EXV 13;null;0279 B 002;4503;4894
Canon;Canon  P;;P 660;;ORIGINAL Canon 3531A017 / BJI-P 600 LM - Cartouche d'encre magenta claire;;;;BJI-P 600 LM;null;3531 A 017;4504;4886
Olivetti;Olivetti  ETV;;ETV 240 Series;;null;;;;null;null;null;8157;#N/A
Brother;Brother  Fax;;Fax 1355;;COMPATIBLE Brother LC1000BK - Cartouche d'encre noire;;;;LC-1000 BK;null;Non;1194;4737
Brother;Brother  DCP;;DCP-8020;;COMPATIBLE Brother TN7600 - Toner noir;;;;TN-7600;null;6500;1195;4748
OKI;OKI  Okifax;;Okifax 5200 Series;;COMPATIBLE OKI 09002395 - Toner noir;;;;9002395;null;2500;7309;4713
Canon;Canon  i-SENSYS;;i-SENSYS MF 3228;;COMPATIBLE Canon 8489A002 / EP-27 - Toner noir;;;;EP-27;null;8489 A 002;4505;4852
Citizen;Citizen  ECR;;ECR 5000;;ORIGINAL Citizen 3000098 / IR 61 B - Ruban nylon noir;;;;IR 61 B;null;3000098;6541;5017
Brother;Brother  Intellifax;;Intellifax 1250 M;;COMPATIBLE Brother PC102RF - Rouleau transfert thermique;;;;KB-PC102RF;null;700;1196;4715
Toshiba;Toshiba  E-Studio;;E-Studio 16 S;;ORIGINAL Toshiba 60066062051 / T-1600 E - Toner noir;;;;T-1600 E;null;60066062051;14918;5699
Brother;Brother  MFC;;MFC-7860 DN;;COMPATIBLE Brother DR2200 - Kit tambour;;;;DR-2200;null;12000;1197;4742
Pitney Bowes;Pitney Bowes  W;;W 990;;COMPATIBLE HP 51645AE / 45 - Tête d'impression noire;;;;45;null;51645 AE;9800;4712
Canon;Canon  imageRUNNER;;imageRUNNER Advance C 356 iF II;;ORIGINAL Canon 2182C002 / C-EXV 55 - Toner noir;;;;C-EXV 55;null;2182 C 002;4506;4802
OKI;OKI  MB;;MB 770 dfn fax;;ORIGINAL OKI 45439002 - Toner noir;;;;45439002;null;36000;7310;5095
Sharp;Sharp  MX;;MX-3500 N;;COMPATIBLE Sharp MX27GTCA - Toner cyan;;;;MX-27 GTCA;null;15000;13776;5615
Brother;Brother  HL;;HL-2600 C;;ORIGINAL Brother TN03C - Toner cyan;;;;TN-03 C;null;7200;1198;4756
Ricoh;Ricoh  Sp;;SP 230 Series;;ORIGINAL Ricoh 408294 / TYPE SP 230 H - Toner noir;;;;TYPE SP 230 H;null;408294;11014;5407
Brother;Brother  Fax;;Fax 8200 Series;;ORIGINAL Brother TN200 - Toner noir;;;;TN-200;null;2200;1199;4727
OKI;OKI  ML;;ML 3320;;COMPATIBLE OKI 09002303 - Ruban nylon noir;;;;9002303;null;Non;7311;4792
Swintec;Swintec  SW;;SW 211;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;14367;4684
Savin;Savin  C;;C 7500 Series;;null;;;;null;null;null;7642;#N/A
Samsung;Samsung  SQ;;SQ-3500;;COMPATIBLE Brother 7020 - Encreur correcteur;;;;7020;null;Non;12410;4717
Ricoh;Ricoh  Preter;;Preter 600;;ORIGINAL Ricoh 887813 / TYPE F BK - Toner noir;;;;TYPE F BK;null;887813;11015;5293
Brother;Brother  MFC;;MFC-1810 E;;COMPATIBLE Brother TN1050 - Toner noir;;;;TN-1050;null;1000;1200;4740
Toshiba;Toshiba  E-Studio;;E-Studio 5506 Series;;ORIGINAL Toshiba 6AK00000354 / T-FC 556 EK - Toner noir;;;;T-FC 556 EK;null;6AK00000354;14919;5648
Philips;Philips  Fax I-JET;;Fax I-JET Primo;;COMPATIBLE Philips PFA421 / 906115308009 - Tête d'impression noire;;;;9,06E+11;null;PFA-421;9674;#N/A
Olivetti;Olivetti  SimpleWay;;Simpleway Bluetooth;;COMPATIBLE Olivetti B0496 / IN504 - Tête d'impression couleur;;;;IN504;null;B0496;8158;5162
Sharp;Sharp  QS;;QS 2760 A;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13777;4684
Xerox;Xerox  WorkCentre;;WorkCentre 4250 V X;;ORIGINAL Xerox 106R01409 - Toner noir;;;;106 R 01409;null;25000;16921;5830
Xerox;Xerox  DocuColor;;DocuColor 700 i;;ORIGINAL Xerox 013R00656 - Kit tambour;;;;013 R 00656;null;50000;16922;5822
Canon;Canon  Selphy ES;;Selphy ES 40;;null;;;;null;null;null;4507;#N/A
Sharp;Sharp  CS;;CS 2610;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13778;4684
Canon;Canon  imagePROGRAF IPF;;imagePROGRAF IPF 770;;COMPATIBLE Canon 6705B001 / PFI-107 BK - Cartouche d'encre noire;;;;PFI-107 BK;null;6705 B 001;4508;4885
Casio;Casio  DL;;DL 270 A;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;6326;4684
Ricoh;Ricoh  Aficio SP;;Aficio SP C 252 sf;;ORIGINAL Ricoh 407531 - Toner noir;;;;407531;null;4500;11016;5360
Bosch;Bosch  Fax-Com;;Fax-Com 336;;COMPATIBLE Olivetti B0384 / FPJ20 (84431)  - Tête d'impression noire;;;;FPJ20;null;B0384;159;4691
PSI;PSI  PP;;PP 806;;ORIGINAL Philips SRC97 / 870900239702 - Ruban;;;;8,71E+11;null;SRC 97;9956;#N/A
Canon;Canon  Pixma;;Pixma MP 600;;COMPATIBLE Canon 0628B001 / PGI-5 BK - Cartouche d'encre noire;;;;PGI-5 BK;null;0628 B 001;4509;4898
Samsung;Samsung  ML;;ML-2851 Series;;COMPATIBLE Samsung MLD2850BELS - Toner noir;;;;MLD-2850 B/ELS;null;5000;12411;5470
Olivetti;Olivetti  PD;;PD 712;;ORIGINAL Olivetti 81129 - Rouleau couleur;;;;81129;null;Oui;8159;4873
Olivetti;Olivetti  ET;;ET 116;;null;;;;null;null;null;8160;#N/A
Sharp;Sharp  MZ;;MZ 80 A;;ORIGINAL Epson C13S015021 / 7753 ( Alt. C13S015633) - Ruban nylon noir;;;;7753;null;C 13 S0 15021;13779;4791
Xerox;Xerox  WorkCentre;;WorkCentre 6655 i;;COMPATIBLE Xerox 106R02747 - Toner noir;;;;106 R 02747;null;11000;16923;5948
OKI;OKI  Microline;;Microline 1190;;ORIGINAL OKI 43571802 - Ruban nylon noir;;;;43571802;null;Oui;7312;5094
Xerox;Xerox  Phaser;;Phaser 4400 V MN;;ORIGINAL Xerox 113R00627 - Toner noir;;;;113 R 00627;null;10000;16924;5899
Canon;Canon  IR-C;;IR-C 7565 I;;ORIGINAL Canon 0998C002 / C-EXV 52 BK - Toner noir;;;;C-EXV 52 BK;null;0998 C 002;4510;4808
Xerox;Xerox  Docuprint N;;Docuprint N 4025 FN;;ORIGINAL Xerox 113R00184 - Toner noir;;;;113 R 00184;null;23000;16925;5192
Canon;Canon  Pixma;;Pixma MX 516;;COMPATIBLE Canon 5226B005 / CL-541 XL - Tête d'impression couleur;;;;CL-541 XL;null;5226 B 005;4511;4848
Printronix;Printronix  P;;P 7005;;ORIGINAL Printronix 255048401 - Ruban nylon noir;;;;255048-401;null;Oui;9905;5280
Burroughs;Burroughs  C;;C 3100 Series;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;1999;4684
Utax;Utax  P;;P-6036 i MFP;;ORIGINAL Utax 1T02T90UT0 / PK-3010 - Toner noir;;;;PK-3010;null;1T02T90UT0;15580;5805
Ricoh;Ricoh  Pro;;Pro C 900 s;;null;;;;null;null;null;11017;#N/A
Pitney Bowes;Pitney Bowes  DL;;DL 620;;null;;;;null;null;null;9801;#N/A
Pitney Bowes;Pitney Bowes  DM;;DM 125;;COMPATIBLE Pitney Bowes 7935SB - Tête d'impression bleue;;;;793-5SB;null;Non;9802;5270
Canon;Canon  i-SENSYS;;i-SENSYS MF 4660 pl;;COMPATIBLE Canon 0263B002 / FX-10 - Toner noir;;;;FX-10;null;0263 B 002;4512;4819
OKI;OKI  C;;C 5100 Series;;COMPATIBLE OKI 42127408 - Toner noir;;;;42127408;null;5000;7313;5075
OKI;OKI  ES;;ES 4180;;ORIGINAL OKI 43979223 - Toner noir;;;;43979223;null;12000;7314;5150
Brother;Brother  HL;;HL-3172 CDW;;COMPATIBLE Brother TN242BK - Toner noir;;;;TN-242 BK;null;2500;1201;4726
Canon;Canon  i-SENSYS;;i-SENSYS LBP-5100;;COMPATIBLE Canon 9424A004 / 707BK - Toner noir;;;;707BK;null;9424 A 004;4513;4917
Bull;Bull  Italia;;Italia 4/24;;ORIGINAL Epson C13S015022 / 7754 - Ruban nylon noir;;;;7754;null;C 13 S0 15022;1930;4703
Brother;Brother  Fax;;Fax 930;;COMPATIBLE Brother PC302RF - Rouleau transfert thermique;;;;PC-302 RF;null;230;1202;4755
Xerox;Xerox  WC;;WC 5222 Kufe;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;16926;5841
Sagem;Sagem  MF;;MF 3850;;ORIGINAL Konica Minolta 9960A1710191001 - Collecteurs de toner;;;;9960A171-0191-001;null;12000;11751;4769
Panasonic;Panasonic  KX-FPG;;KX-FPG 377;;ORIGINAL Panasonic KXFA55X - Rouleau transfert thermique;;;;KX-FA 55 X;null;140;9258;5228
Ricoh;Ricoh  Pro;;Pro C 9200 Series;;ORIGINAL Ricoh 828514 - Toner noir;;;;828514;null;52000;11018;5436
Ricoh;Ricoh  Aficio CL;;Aficio CL 7200;;null;;;;null;null;null;11019;#N/A
Xerox;Xerox  Docuprint P;;Docuprint P 8;;COMPATIBLE Xerox 113R00296 - Toner noir;;;;113 R 00296;null;5000;16927;5942
Ricoh;Ricoh  Pro;;Pro 1106 ex;;null;;;;null;null;null;11020;#N/A
Brother;Brother  P-Touch;;P-Touch 9400;;COMPATIBLE Brother TZE243 - P-Touch Ruban;;;;TZE-243;null;Non;1203;4720
Bosch;Bosch  Fax-Com;;Fax-Com 340 Series;;COMPATIBLE Olivetti B0384 / FPJ20 (84431)  - Tête d'impression noire;;;;FPJ20;null;B0384;160;4691
Burroughs;Burroughs  C;;C 6400 Series;;ORIGINAL Epson C43S015425 / ERC-02-II-BR - Ruban nylon noir-rouge;;;;ERC-02-II-BR;null;C 43 S0 15425;2000;4788
Brother;Brother  EM;;EM 450;;COMPATIBLE Brother 7020 - Encreur correcteur;;;;7020;null;Non;1204;4717
Xerox;Xerox  DocuColor;;DocuColor 30;;ORIGINAL Xerox 008R04004 - Huile fuser;;;;008 R 04004;null;200000;16928;5861
Toshiba;Toshiba  E-Studio;;E-Studio 16;;ORIGINAL Toshiba 60066062051 / T-1600 E - Toner noir;;;;T-1600 E;null;60066062051;14920;5699
Olympia;Olympia  OF;;OF 960;;ORIGINAL OKI 40815604 - Toner noir;;;;40815604;null;3000;8705;5087
OKI;OKI  C;;C 612 N;;COMPATIBLE OKI 46507508 - Toner noir;;;;46507508;null;8000;7315;5128
Unisys;Unisys  UDS;;UDS 132;;COMPATIBLE Lexmark 12A6835 - Toner noir;;;;12A6835;null;20000;15372;5453
Canon;Canon  IR;;IR Advance 4500 Series;;ORIGINAL Canon 0475C002 / C-EXV 52 - Photoconducteur;;;;C-EXV 52;null;0475 C 002;4514;4863
Canon;Canon  Pixma;;Pixma IP 4500 Series;;COMPATIBLE Canon 0628B001 / PGI-5 BK - Cartouche d'encre noire;;;;PGI-5 BK;null;0628 B 001;4515;4898
Samsung;Samsung  Xpress;;Xpress M 2825 ND Premium Line;;COMPATIBLE Samsung MLTR116SEE / R116 - Kit tambour;;;;R116;null;MLT-R 116/SEE;12412;5490
Panasonic;Panasonic  FP;;FP 7835 DC;;ORIGINAL Panasonic FQZK20 - Développeur;;;;FQ-ZK 20;null;120000;9259;5227
Brother;Brother  MFC;;MFC-1850;;COMPATIBLE Brother PC102RF - Rouleau transfert thermique;;;;KB-PC102RF;null;700;1205;4715
Canon;Canon  BJ-W;;BJ-W 7200;;COMPATIBLE Canon 7574A001 / BCI-1411 BK - Cartouche d'encre noire;;;;BCI-1411 BK;null;7574 A 001;4516;4812
OKI;OKI  MB;;MB 492 dn;;COMPATIBLE OKI 44574302 - Kit tambour;;;;44574302;null;25000;7316;5116
Xerox;Xerox  VersaLink;;VersaLink C 500 DNS;;COMPATIBLE Xerox 106R03876 - Toner noir;;;;106 R 03876;null;12100;16929;5901
Brother;Brother  MFC;;MFC-235 C;;PACK de 5 COMPATIBLES Brother LC970;;;;LC-970 VAL BP;null;Non;1206;4760
Sharp;Sharp  AR-M;;AR-M 700 N;;ORIGINAL Sharp AR621LT - Toner noir;;;;AR-621 LT;null;83000;13780;5585
Olympia;Olympia  ESW;;ESW 3000 K;;ORIGINAL Olympia 9775 - Ruban carbone;;;;9775;null;Oui;8706;5206
Brother;Brother  DCP;;DCP-167 C;;PACK de 5 COMPATIBLES Brother LC980;;;;LC-980 VAL BP;null;Non;1207;4741
Triumph-Adler;Triumph-Adler  SE;;SE 230;;null;;;;null;null;null;29;#N/A
3 M;3 M  H;;H 244-400;;ORIGINAL Tally Genicom 44A504287G33 - Ruban nylon noir;;;;44A504287-G33;null;Oui;6;4681
Canon;Canon  Starwriter;;Starwriter JET 300;;COMPATIBLE Canon 0956A002 / BCI-10 BK - Cartouche d'encre noire;;;;BCI-10 BK;null;0956 A 002;4517;4710
Burroughs;Burroughs  S;;S 4600 Endorser;;ORIGINAL Epson C43S015425 / ERC-02-II-BR - Ruban nylon noir-rouge;;;;ERC-02-II-BR;null;C 43 S0 15425;2001;4788
Ricoh;Ricoh  Aficio SP;;Aficio SP 213 SUw;;null;;;;null;null;null;11021;#N/A
Brother;Brother  HL-L;;HL-L 6400 DW;;COMPATIBLE Brother DR3400 - Kit tambour;;;;DR-3400;null;50000;1208;4731
Canon;Canon  Pixma;;Pixma TS 6250;;PACK de 5 COMPATIBLES Canon PGI-580XXL+ 581 XXL (Bk+C+M+Y);;;;580XXL / 581 XXL;null;1998 C 005;4518;4895
Sanyo;Sanyo  ECR;;ECR 01 LD;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;12898;4684
Samsung;Samsung  Msys;;Msys 4700;;COMPATIBLE Lexmark 12AX970E / 70HC - Tête d'impression noire;;;;70HC;null;12AX970E;12413;4759
Canon;Canon  NP;;NP 7161;;ORIGINAL Canon 1386A006 / C-EXV 6 - Toner noir;;;;C-EXV 6;null;1386 A 006;4519;4973
Sharp;Sharp  AR-M;;AR-M 700;;ORIGINAL Sharp AR621LT - Toner noir;;;;AR-621 LT;null;83000;13781;5585
Canon;Canon  Color imageCLASS;;Color imageCLASS MF 8450 c;;COMPATIBLE Canon 1660B002 / 711BK - Toner noir;;;;711BK;null;1660 B 002;4520;4855
Olivetti;Olivetti  ET;;ET 2500 Series;;ORIGINAL Olivetti 80670 - Ruban carbone;;;;80670;null;Oui;8161;4690
Xerox;Xerox  WC;;WC 5222 Kpsl;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;16930;5841
Brother;Brother  DCP;;DCP-L 2510 D;;COMPATIBLE Brother DR2400 - Kit tambour;;;;DR-2400;null;12000;1209;4716
Samsung;Samsung  ML;;ML-4050 ND;;COMPATIBLE Samsung MLD4550BELS - Toner noir;;;;MLD-4550 B/ELS;null;20000;12414;5496
Olympia;Olympia  CPD;;CPD 5411 S;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;8707;4684
Sharp;Sharp  CS;;CS 2606;;ORIGINAL Epson C43S015425 / ERC-02-II-BR - Ruban nylon noir-rouge;;;;ERC-02-II-BR;null;C 43 S0 15425;13782;4788
Canon;Canon  P;;P 4420 D;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;4521;4684
Canon;Canon  IR;;IR 3300 en;;COMPATIBLE Canon 6647A002 / C-EXV 3 - Toner noir;;;;C-EXV 3;null;6647 A 002;4522;4896
Olympia;Olympia  Olyfax;;Olyfax 860 Series;;COMPATIBLE OKI 09002395 - Toner noir;;;;9002395;null;2500;8708;4713
Canon;Canon  W;;W 7250;;ORIGINAL Canon 7568A001 / BCI-1401 BK - Cartouche d'encre noire;;;;BCI-1401 BK;null;7568 A 001;4523;4953
Panasonic;Panasonic  Panafax;;Panafax UF-585;;COMPATIBLE Panasonic UG3350 - Toner noir;;;;UG-3350;null;7500;9260;5226
Xerox;Xerox  DocuColor;;DocuColor 770;;ORIGINAL Xerox 013R00656 - Kit tambour;;;;013 R 00656;null;50000;16931;5822
Canon;Canon  i-SENSYS;;i-SENSYS MF 8340 cdn;;COMPATIBLE Canon 2662B002 / 718BK - Toner noir;;;;718BK;null;2662 B 002;4524;4831
Canon;Canon  Pixma;;Pixma MG 6170;;Pack de 5 GENERIQUES CANON PGI-525+526BKCMY;;;;PGI-525+CLI-526 BKCMY;null;4540 B 006;4525;4851
Brother;Brother  DCP;;DCP-9040 CN;;COMPATIBLE Brother DR130CL - Kit tambour;;;;DR-130 CL;null;17000;1210;4762
Ricoh;Ricoh  Aficio SP;;SP 201 n;;COMPATIBLE Ricoh 407254 / TYPE SP 201 HE - Toner noir;;;;TYPE SP 201 HE;null;407254;10790;5331
Toshiba;Toshiba  E-Studio;;E-Studio 255;;ORIGINAL Toshiba 6AJ00000055 / T-4530 E - Toner noir;;;;T-4530 E;null;6AJ00000055;14921;5687
Brother;Brother  MFC;;MFC-L 9570 CDW;;COMPATIBLE Brother TN910BK - Toner noir;;;;TN-910 BK;null;9000;1211;4778
Canon;Canon  IR;;IR 1022 a;;COMPATIBLE Canon 0386B002 / C-EXV 18 - Toner noir;;;;C-EXV 18;null;0386 B 002;4526;4902
Canon;Canon  imageCLASS;;ImageClass LBP-6300 Series;;COMPATIBLE Canon 3479B002 / 719 - Toner noir;;;;719;null;3479 B 002;4527;4810
Xerox;Xerox  Document WorkCentre PRO;;Document WorkCentre Pro 545;;ORIGINAL Xerox 113R00295 - Kit tambour;;;;113 R 00295;null;10000;16932;4700
Xerox;Xerox  WorkCentre;;WorkCentre 5225 V TN;;ORIGINAL Xerox 106R01306 - Toner noir;;;;106 R 01306;null;30000;16933;5841
Xerox;Xerox  AltaLink;;AltaLink C 8000 Series;;ORIGINAL Xerox 006R01701 - Toner noir;;;;006 R 01701;null;26000;16934;5863
OKI;OKI  B;;B 731 DNW;;ORIGINAL OKI 45439002 - Toner noir;;;;45439002;null;36000;7317;5095
Canon;Canon  P;;P 3210 D;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;4528;4684
Canon;Canon  NP;;NP 4835 Series;;null;;;;null;null;null;4529;#N/A
Toshiba;Toshiba  E-Studio;;E-Studio 280;;ORIGINAL Toshiba 6AJ00000006 / T-2320 E - Toner noir;;;;T-2320 E;null;6AJ00000006;14922;5703
Canon;Canon  imageRUNNER;;imageRUNNER 5020 i;;ORIGINAL Canon 4234A002 / C-EXV 1 - Toner noir;;;;C-EXV 1;null;4234 A 002;4530;4860
Brother;Brother  HL;;HL-1630;;COMPATIBLE Brother TN7600 - Toner noir;;;;TN-7600;null;6500;1212;4748
Ricoh;Ricoh  Fax;;Fax 3000;;null;;;;null;null;null;861;#N/A
Tally Genicom;Tally Genicom  LA;;LA 550 W;;null;;;;null;null;null;14491;#N/A
Olympia;Olympia  ESW;;ESW 1000;;ORIGINAL Olympia 9775 - Ruban carbone;;;;9775;null;Oui;8709;5206
Xerox;Xerox  AltaLink;;AltaLink B 8075 Series;;ORIGINAL Xerox 006R01605 - Toner noir;;;;006 R 01605;null;50000;16935;5840
Samsung;Samsung  ProXpress;;ProXpress M 3875 FW;;Remanufacturé Samsung MLTD204LELS / 204 XL - Toner noir;;;;204L;null;MLT-D 204L/ELS;12415;5495
Canon;Canon  i-SENSYS;;i-SENSYS MF 6540;;COMPATIBLE Canon 0264B002 / 706 - Toner noir;;;;706;null;0264 B 002;4531;4869
Samsung;Samsung  SF;;SF-560 PR;;COMPATIBLE Samsung SFD560RAELS - Toner noir;;;;SF-D 560 RA/ELS;null;3000;12416;5552
Toshiba;Toshiba  E-Studio;;E-Studio 528 P;;null;;;;null;null;null;14923;#N/A
Sharp;Sharp  Compet;;Compet 1064;;ORIGINAL Canon 4202A002 / EP-102 - Ruban nylon noir-rouge;;;;EP-102;null;4202 A 002;13783;4684
Canon;Canon  imageRUNNER;;imageRUNNER Advance C 3320 i;;ORIGINAL Canon 8524B002 / C-EXV 49 - Toner noir;;;;C-EXV 49;null;8524 B 002;4532;4854
Olympia;Olympia  Omega D;;Omega D 181;;ORIGINAL Kyocera 1T02A20NL0 / TK-1505 - Toner noir;;;;TK-1505;null;1T02A20NL0;8710;5211
Brother;Brother  MW;;MW-140 Series;;ORIGINAL Brother C11 - Papier transfert thermique;;;;C-11;null;50;1213;4783
Canon;Canon  IR;;IR-ADV C 475 iFZ III;;ORIGINAL Canon 2980C001 / T04BK - Toner noir;;;;T04BK;null;2980 C 001;4533;4849
Canon;Canon  i-SENSYS;;i-SENSYS MF 229 dw;;COMPATIBLE Canon 9435B002 / 737 - Toner noir;;;;737;null;9435 B 002;4534;4964
Apple;Apple  Laserwriter;;Laserwriter 8500;;ORIGINAL IBM 90H0751 - Unité de fusión;;;;90 H 0751;null;2000;139;4711
Canon;Canon  BJC;;BJC 3000 Series;;COMPATIBLE Canon 4479A002 / BCI-3 EBK - Cartouche d'encre noire;;;;BCI-3 EBK;null;4479 A 002;4535;4821
Canon;Canon  MP;;MP 12 D;;ORIGINAL Olivetti 81129 - Rouleau couleur;;;;81129;null;Oui;4536;4873
Citizen;Citizen  CBM;;CBM 910 Series;;ORIGINAL Citizen 3000101 / IR 91 B - Ruban nylon noir;;;;IR 91 B;null;3000101;6542;5011
Canon;Canon  imageRUNNER;;imageRUNNER Advance C 3330 i;;ORIGINAL Canon 8524B002 / C-EXV 49 - Toner noir;;;;C-EXV 49;null;8524 B 002;4537;4854
Brother;Brother  Fax;;Fax 1030;;COMPATIBLE Brother PC202RF - Rouleau transfert thermique;;;;PC-202 RF;null;420;1214;4739
Wincor-Nixdorf;Wincor-Nixdorf  ND;;ND 65;;COMPATIBLE OKI 09002309 - Ruban nylon noir;;;;9002309;null;Non;15762;4794
Olympia;Olympia  LP;;LP 60;;COMPATIBLE OKI 09002395 - Toner noir;;;;9002395;null;2500;8711;4713
Xerox;Xerox  WorkCentre;;WorkCentre 6515 NS;;COMPATIBLE Xerox 106R03480 - Toner noir;;;;106 R 03480;null;5500;16936;5869
